hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_nights,revenue,stay_duration,year_month
City Hotel,0,123,2016,October,43,21,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,129.34,0,0,Check-Out,28-10-16,2016-10-21,7,905.38,7,2016-10
City Hotel,0,100,2016,October,44,24,1,3,2,1.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,132.08,0,0,Check-Out,28-10-16,2016-10-24,4,528.32,4,2016-10
City Hotel,0,2,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0.0,40.0,0,Transient,75.0,0,0,Check-Out,28-10-16,2016-10-27,1,75.0,1,2016-10
City Hotel,0,82,2016,October,44,26,0,2,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,0.0,0,Transient,80.39,0,1,Check-Out,28-10-16,2016-10-26,2,160.78,2,2016-10
City Hotel,0,36,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-25,3,255.0,3,2016-10
City Hotel,0,45,2016,October,44,26,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,119.5,0,0,Check-Out,28-10-16,2016-10-26,2,239.0,2,2016-10
City Hotel,0,72,2016,October,44,26,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,104.4,0,0,Check-Out,28-10-16,2016-10-26,2,208.8,2,2016-10
City Hotel,0,41,2016,October,44,24,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-24,4,340.0,4,2016-10
City Hotel,0,78,2016,October,44,26,0,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,138.6,0,1,Check-Out,28-10-16,2016-10-26,2,277.2,2,2016-10
City Hotel,0,163,2016,October,44,23,2,3,1,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,74.65,0,2,Check-Out,28-10-16,2016-10-23,5,373.25,5,2016-10
City Hotel,0,178,2016,October,44,24,1,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,173.0,0.0,0,Transient,106.25,0,1,Check-Out,28-10-16,2016-10-24,4,425.0,4,2016-10
City Hotel,0,129,2016,October,44,24,1,3,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0.0,0,Transient,80.75,0,0,Check-Out,28-10-16,2016-10-24,4,323.0,4,2016-10
City Hotel,0,55,2016,October,44,23,2,3,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,0.0,0,Transient,72.25,0,0,Check-Out,28-10-16,2016-10-23,5,361.25,5,2016-10
City Hotel,0,40,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-25,3,255.0,3,2016-10
City Hotel,0,22,2016,October,44,25,0,3,2,0.0,0,SC,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,114.0,1,0,Check-Out,28-10-16,2016-10-25,3,342.0,3,2016-10
City Hotel,0,152,2016,October,44,25,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,E,0,No Deposit,14.0,0.0,0,Transient,95.2,0,0,Check-Out,28-10-16,2016-10-25,3,285.6,3,2016-10
City Hotel,0,7,2016,October,44,24,1,3,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,119.0,0,0,Check-Out,28-10-16,2016-10-24,4,476.0,4,2016-10
City Hotel,0,92,2016,October,43,17,3,8,1,2.0,0,HB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,0.0,0,Transient,187.09,0,0,Check-Out,28-10-16,2016-10-17,11,2057.9900000000002,11,2016-10
City Hotel,0,40,2016,October,44,24,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-24,4,340.0,4,2016-10
City Hotel,0,172,2016,October,44,23,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0.0,0,Transient,80.75,0,0,Check-Out,28-10-16,2016-10-23,5,403.75,5,2016-10
City Hotel,0,32,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,1,Check-Out,28-10-16,2016-10-25,3,255.0,3,2016-10
City Hotel,0,8,2016,October,44,27,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,0.0,0,Transient,84.7,0,1,Check-Out,28-10-16,2016-10-27,1,84.7,1,2016-10
City Hotel,0,8,2016,October,44,27,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,7.0,0.0,0,Transient,84.7,0,1,Check-Out,28-10-16,2016-10-27,1,84.7,1,2016-10
City Hotel,0,47,2016,October,44,27,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,128.0,0,1,Check-Out,28-10-16,2016-10-27,1,128.0,1,2016-10
City Hotel,0,2,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,40.0,0,Transient,67.0,1,0,Check-Out,28-10-16,2016-10-27,1,67.0,1,2016-10
City Hotel,0,23,2016,October,44,27,0,1,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,118.0,0.0,0,Transient,119.4,0,1,Check-Out,28-10-16,2016-10-27,1,119.4,1,2016-10
City Hotel,0,51,2016,October,44,27,0,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7.0,0.0,0,Transient,64.45,0,1,Check-Out,28-10-16,2016-10-27,1,64.45,1,2016-10
City Hotel,0,41,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-25,3,255.0,3,2016-10
City Hotel,0,217,2016,October,44,23,2,3,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9.0,0.0,0,Transient,83.83,0,3,Check-Out,28-10-16,2016-10-23,5,419.15,5,2016-10
City Hotel,0,62,2016,October,44,25,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,0.0,0,Transient,111.6,0,1,Check-Out,28-10-16,2016-10-25,3,334.79999999999995,3,2016-10
City Hotel,0,21,2016,October,44,25,0,3,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-25,3,255.0,3,2016-10
City Hotel,0,22,2016,October,44,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,139.0,1,1,Check-Out,28-10-16,2016-10-25,3,417.0,3,2016-10
City Hotel,0,216,2016,October,44,23,2,3,0,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,0.0,0,Transient,83.83,0,3,Check-Out,28-10-16,2016-10-23,5,419.15,5,2016-10
City Hotel,0,119,2016,October,44,24,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,7.0,0.0,0,Transient,81.47,0,1,Check-Out,28-10-16,2016-10-24,4,325.88,4,2016-10
City Hotel,0,32,2016,October,44,24,1,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-24,4,340.0,4,2016-10
City Hotel,0,88,2016,October,43,22,2,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,0.0,0,Transient,106.25,0,0,Check-Out,28-10-16,2016-10-22,6,637.5,6,2016-10
City Hotel,0,0,2016,October,44,27,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.9,0,1,Check-Out,28-10-16,2016-10-27,1,90.9,1,2016-10
City Hotel,0,1,2016,October,44,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0.0,0,Transient,107.0,0,0,Check-Out,28-10-16,2016-10-25,3,321.0,3,2016-10
City Hotel,0,13,2016,October,44,25,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,87.78,0,1,Check-Out,28-10-16,2016-10-25,3,263.34000000000003,3,2016-10
City Hotel,0,96,2016,October,44,24,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,100.13,1,3,Check-Out,28-10-16,2016-10-24,4,400.52,4,2016-10
City Hotel,0,144,2016,October,44,23,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,91.26,0,2,Check-Out,28-10-16,2016-10-23,5,456.3,5,2016-10
City Hotel,0,104,2016,October,44,25,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,125.1,0,1,Check-Out,28-10-16,2016-10-25,3,375.29999999999995,3,2016-10
City Hotel,0,20,2016,October,44,27,0,1,2,0.0,0,SC,NLD,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-27,1,85.0,1,2016-10
City Hotel,0,261,2016,October,43,22,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.78,0,1,Check-Out,28-10-16,2016-10-22,6,562.6800000000001,6,2016-10
City Hotel,0,86,2016,October,44,24,1,3,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,221.18,0,0,Check-Out,28-10-16,2016-10-24,4,884.72,4,2016-10
City Hotel,0,46,2016,October,44,24,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,0.0,0,Transient,85.5,0,0,Check-Out,28-10-16,2016-10-24,4,342.0,4,2016-10
City Hotel,0,12,2016,October,44,23,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,94.35,0,2,Check-Out,28-10-16,2016-10-23,5,471.75,5,2016-10
City Hotel,0,269,2016,October,43,18,2,8,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,67.77,0,1,Check-Out,28-10-16,2016-10-18,10,677.6999999999999,10,2016-10
City Hotel,0,65,2016,October,44,26,0,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,113.55,0,2,Check-Out,28-10-16,2016-10-26,2,227.1,2,2016-10
City Hotel,0,77,2016,October,44,25,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,104.4,0,2,Check-Out,28-10-16,2016-10-25,3,313.20000000000005,3,2016-10
City Hotel,0,116,2016,October,44,24,1,3,1,1.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,87.08,0,1,Check-Out,28-10-16,2016-10-24,4,348.32,4,2016-10
City Hotel,0,28,2016,October,44,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,129.0,0,0,Check-Out,28-10-16,2016-10-25,3,387.0,3,2016-10
City Hotel,0,7,2016,October,44,27,0,1,2,1.0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,0.0,0,Transient,160.0,0,2,Check-Out,28-10-16,2016-10-27,1,160.0,1,2016-10
City Hotel,0,6,2016,October,44,27,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,95.0,0,0,Check-Out,28-10-16,2016-10-27,1,95.0,1,2016-10
City Hotel,0,41,2016,October,44,24,1,3,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,100.0,0,0,Check-Out,28-10-16,2016-10-24,4,400.0,4,2016-10
City Hotel,0,21,2016,October,44,25,0,3,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,0.0,0,Transient,85.0,0,0,Check-Out,28-10-16,2016-10-25,3,255.0,3,2016-10
City Hotel,0,17,2016,October,44,27,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,0.0,0.0,0,Transient,110.0,0,2,Check-Out,28-10-16,2016-10-27,1,110.0,1,2016-10
City Hotel,0,4,2016,October,44,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,95.0,0,0,Check-Out,28-10-16,2016-10-25,3,285.0,3,2016-10
City Hotel,0,119,2016,October,44,24,1,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,173.0,0.0,0,Transient,106.25,0,0,Check-Out,28-10-16,2016-10-24,4,425.0,4,2016-10
City Hotel,0,3,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,40.0,0,Transient,65.0,0,0,Check-Out,28-10-16,2016-10-27,1,65.0,1,2016-10
City Hotel,0,4,2016,October,44,24,1,3,1,0.0,0,BB,GRC,Aviation,Corporate,0,0,0,D,D,0,No Deposit,0.0,153.0,0,Transient,110.0,0,0,Check-Out,28-10-16,2016-10-24,4,440.0,4,2016-10
City Hotel,0,0,2016,October,44,28,0,0,0,0.0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,9.0,0.0,0,Transient,0.0,0,1,Check-Out,28-10-16,2016-10-28,0,0.0,0,2016-10
City Hotel,0,0,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,12.0,0,3,Check-Out,31-10-16,2016-10-29,2,24.0,2,2016-10
City Hotel,0,0,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,21.0,0,4,Check-Out,31-10-16,2016-10-29,2,42.0,2,2016-10
City Hotel,0,0,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,12.0,0,4,Check-Out,31-10-16,2016-10-29,2,24.0,2,2016-10
City Hotel,0,0,2016,October,44,29,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,0.0,0,1,Check-Out,29-10-16,2016-10-29,0,0.0,0,2016-10
City Hotel,0,0,2016,October,44,29,2,1,1,0.0,0,BB,CHN,Online TA,TA/TO,1,0,0,A,A,2,No Deposit,7.0,0.0,0,Transient,70.03,0,1,Check-Out,01-11-16,2016-10-29,3,210.09,3,2016-10
City Hotel,0,26,2016,October,44,27,0,2,3,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,165.0,0,0,Check-Out,29-10-16,2016-10-27,2,330.0,2,2016-10
City Hotel,0,0,2016,October,44,29,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,0.0,0,2,Check-Out,29-10-16,2016-10-29,0,0.0,0,2016-10
City Hotel,0,68,2016,October,44,25,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,71.46,0,1,Check-Out,29-10-16,2016-10-25,4,285.84,4,2016-10
City Hotel,0,91,2016,October,44,24,1,4,2,0.0,0,BB,CMR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,109.98,0,0,Check-Out,29-10-16,2016-10-24,5,549.9,5,2016-10
City Hotel,0,2,2016,October,44,27,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,130.0,0,3,Check-Out,29-10-16,2016-10-27,2,260.0,2,2016-10
City Hotel,0,2,2016,October,44,27,0,2,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,113.75,0,0,Check-Out,29-10-16,2016-10-27,2,227.5,2,2016-10
City Hotel,0,12,2017,January,4,24,0,3,2,0.0,1,BB,AGO,Direct,Direct,1,0,1,A,A,0,No Deposit,0.0,0.0,0,Transient,98.0,0,2,Check-Out,27-01-17,2017-01-24,3,294.0,3,2017-01
City Hotel,0,69,2016,October,44,28,0,1,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,57.52,0,1,Check-Out,29-10-16,2016-10-28,1,57.52,1,2016-10
City Hotel,0,20,2016,October,44,26,0,3,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,105.0,0,0,Check-Out,29-10-16,2016-10-26,3,315.0,3,2016-10
City Hotel,0,20,2016,October,44,26,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,105.0,0,0,Check-Out,29-10-16,2016-10-26,3,315.0,3,2016-10
City Hotel,0,30,2016,October,44,28,0,1,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,7.0,0.0,0,Transient,110.88,0,1,Check-Out,29-10-16,2016-10-28,1,110.88,1,2016-10
City Hotel,0,26,2016,October,44,28,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,110.0,0,2,Check-Out,29-10-16,2016-10-28,1,110.0,1,2016-10
City Hotel,0,103,2016,October,44,26,0,3,1,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0.0,0,Transient,123.3,0,0,Check-Out,29-10-16,2016-10-26,3,369.9,3,2016-10
City Hotel,0,39,2016,October,44,27,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,129.6,0,1,Check-Out,29-10-16,2016-10-27,2,259.2,2,2016-10
City Hotel,0,3,2016,October,44,26,0,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,110.83,0,1,Check-Out,29-10-16,2016-10-26,3,332.49,3,2016-10
City Hotel,0,2,2016,October,44,25,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0.0,0,Transient,109.38,0,1,Check-Out,29-10-16,2016-10-25,4,437.52,4,2016-10
City Hotel,0,290,2016,October,44,24,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,90.95,0,2,Check-Out,29-10-16,2016-10-24,5,454.75,5,2016-10
City Hotel,0,232,2016,October,44,24,1,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0.0,0,Transient,106.25,0,2,Check-Out,29-10-16,2016-10-24,5,531.25,5,2016-10
City Hotel,0,57,2016,October,44,28,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,116.1,0,2,Check-Out,29-10-16,2016-10-28,1,116.1,1,2016-10
City Hotel,0,37,2016,October,44,27,0,2,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,109.0,0,1,Check-Out,29-10-16,2016-10-27,2,218.0,2,2016-10
City Hotel,0,37,2016,October,44,27,0,2,1,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,109.0,0,1,Check-Out,29-10-16,2016-10-27,2,218.0,2,2016-10
City Hotel,0,135,2016,October,44,27,0,2,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,138.3,0,2,Check-Out,29-10-16,2016-10-27,2,276.6,2,2016-10
City Hotel,0,22,2016,October,44,25,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,130.0,0,1,Check-Out,29-10-16,2016-10-25,4,520.0,4,2016-10
City Hotel,0,151,2016,October,44,25,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.9,0,1,Check-Out,29-10-16,2016-10-25,4,363.6,4,2016-10
City Hotel,0,91,2016,October,44,23,2,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,132.6,0,1,Check-Out,29-10-16,2016-10-23,6,795.5999999999999,6,2016-10
City Hotel,0,91,2016,October,44,23,2,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,113.7,0,1,Check-Out,29-10-16,2016-10-23,6,682.2,6,2016-10
City Hotel,0,197,2016,October,44,28,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,168.3,0,1,Check-Out,29-10-16,2016-10-28,1,168.3,1,2016-10
City Hotel,0,162,2016,October,44,25,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.9,0,1,Check-Out,29-10-16,2016-10-25,4,363.6,4,2016-10
City Hotel,0,31,2016,October,44,26,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,129.0,0,2,Check-Out,29-10-16,2016-10-26,3,387.0,3,2016-10
City Hotel,0,34,2016,October,44,26,0,3,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,100.0,0,0,Check-Out,29-10-16,2016-10-26,3,300.0,3,2016-10
City Hotel,0,84,2016,October,44,26,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.9,0,1,Check-Out,29-10-16,2016-10-26,3,272.70000000000005,3,2016-10
City Hotel,0,41,2016,October,44,26,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,132.67,0,2,Check-Out,29-10-16,2016-10-26,3,398.01,3,2016-10
City Hotel,0,63,2016,October,44,24,1,4,2,0.0,0,HB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0.0,0,Transient,103.61,0,1,Check-Out,29-10-16,2016-10-24,5,518.05,5,2016-10
City Hotel,0,163,2016,October,44,26,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,2,Check-Out,29-10-16,2016-10-26,3,369.9,3,2016-10
City Hotel,0,163,2016,October,44,28,0,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,0.0,0,Transient,80.1,0,2,Check-Out,29-10-16,2016-10-28,1,80.1,1,2016-10
City Hotel,0,73,2016,October,44,28,0,1,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,0.0,0,Transient-Party,62.5,0,0,Check-Out,29-10-16,2016-10-28,1,62.5,1,2016-10
City Hotel,0,198,2016,October,43,22,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0.0,0,Transient,80.75,0,0,Check-Out,29-10-16,2016-10-22,7,565.25,7,2016-10
City Hotel,0,0,2016,October,44,28,0,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,150.0,0,0,Check-Out,29-10-16,2016-10-28,1,150.0,1,2016-10
City Hotel,0,66,2016,October,44,25,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Transient,99.2,0,1,Check-Out,29-10-16,2016-10-25,4,396.8,4,2016-10
City Hotel,0,157,2016,October,43,22,2,5,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,102.86,0,2,Check-Out,29-10-16,2016-10-22,7,720.02,7,2016-10
City Hotel,0,67,2016,October,44,28,0,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,89.1,0,2,Check-Out,29-10-16,2016-10-28,1,89.1,1,2016-10
City Hotel,0,247,2016,October,44,25,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.95,0,1,Check-Out,29-10-16,2016-10-25,4,363.8,4,2016-10
City Hotel,0,134,2016,October,43,22,2,5,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,116.36,0,1,Check-Out,29-10-16,2016-10-22,7,814.52,7,2016-10
City Hotel,0,247,2016,October,44,25,0,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,90.95,0,0,Check-Out,29-10-16,2016-10-25,4,363.8,4,2016-10
City Hotel,0,186,2016,October,44,28,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83.0,0.0,0,Transient,68.68,0,0,Check-Out,29-10-16,2016-10-28,1,68.68,1,2016-10
